datetime,Nino12,Nino12anom,Nino3,Nino3anom,Nino4,Nino4anom,Nino34,Nino34anom,month,Nino34_degK
2001-07-01,20.88,-0.72,25.43,-0.19,29.06,0.26,27.32,0.1,7,300.46999999999997
2001-08-01,19.9,-0.75,24.72,-0.27,28.96,0.28,26.87,0.05,8,300.02
2001-09-01,19.39,-0.97,24.27,-0.58,29.14,0.45,26.55,-0.17,9,299.7
2001-10-01,19.52,-1.3,24.45,-0.47,29.01,0.35,26.59,-0.1,10,299.73999999999995
2001-11-01,20.49,-1.1,24.35,-0.63,28.96,0.33,26.45,-0.2,11,299.59999999999997
2001-12-01,21.96,-0.83,24.6,-0.54,28.6,0.11,26.17,-0.4,12,299.32
2002-01-01,23.64,-0.82,25.09,-0.54,28.81,0.51,26.5,-0.07,1,299.65
2002-02-01,26.06,-0.01,26.21,-0.16,28.76,0.66,26.95,0.23,2,300.09999999999997
2002-03-01,27.53,1.01,27.22,0.08,28.68,0.49,27.32,0.1,3,300.46999999999997
2002-04-01,26.53,1.06,27.56,0.06,29.09,0.59,27.94,0.16,4,301.09
2002-05-01,24.8,0.6,27.24,0.16,29.45,0.66,28.15,0.3,5,301.29999999999995
2002-06-01,22.67,-0.15,27.06,0.63,29.63,0.79,28.43,0.78,6,301.58
2002-07-01,21.01,-0.59,26.03,0.41,29.49,0.69,27.98,0.76,7,301.13
2002-08-01,19.94,-0.71,25.47,0.48,29.4,0.72,27.79,0.97,8,300.94
2002-09-01,19.89,-0.47,25.54,0.69,29.44,0.75,27.83,1.11,9,300.97999999999996
2002-10-01,21.16,0.34,25.85,0.93,29.56,0.9,28.05,1.36,10,301.2
2002-11-01,22.25,0.66,26.37,1.39,29.83,1.2,28.27,1.62,11,301.41999999999996
2002-12-01,23.44,0.65,26.48,1.34,29.49,1.0,28.09,1.52,12,301.23999999999995
2003-01-01,24.38,-0.08,26.38,0.75,29.25,0.95,27.76,1.19,1,300.90999999999997
2003-02-01,25.81,-0.26,26.7,0.33,29.03,0.93,27.49,0.77,2,300.64
2003-03-01,25.97,-0.55,27.28,0.14,29.03,0.84,27.81,0.59,3,300.96
2003-04-01,24.44,-1.03,27.15,-0.35,28.96,0.46,27.81,0.03,4,300.96
2003-05-01,22.49,-1.71,26.14,-0.94,28.92,0.13,27.37,-0.48,5,300.52
2003-06-01,21.58,-1.24,25.83,-0.6,29.09,0.25,27.48,-0.17,6,300.63
2003-07-01,20.75,-0.85,25.75,0.13,29.11,0.31,27.43,0.21,7,300.58
2003-08-01,20.14,-0.51,25.04,0.05,29.05,0.37,26.85,0.03,8,300.0
2003-09-01,20.0,-0.36,24.97,0.12,29.02,0.33,26.96,0.24,9,300.10999999999996
2003-10-01,20.99,0.17,25.33,0.41,29.22,0.56,27.19,0.5,10,300.34
2003-11-01,21.92,0.33,25.4,0.42,29.31,0.68,27.05,0.4,11,300.2
2003-12-01,22.99,0.2,25.56,0.42,29.02,0.53,26.89,0.32,12,300.03999999999996
2004-01-01,24.6,0.14,25.92,0.29,28.83,0.53,26.74,0.17,1,299.89
2004-02-01,25.81,-0.26,26.46,0.09,28.59,0.49,26.86,0.14,2,300.01
2004-03-01,25.94,-0.58,27.16,0.02,28.43,0.24,27.1,-0.12,3,300.25
2004-04-01,25.32,-0.15,27.37,-0.13,28.75,0.25,27.84,0.06,4,300.98999999999995
2004-05-01,23.05,-1.15,26.72,-0.36,29.16,0.37,28.06,0.21,5,301.21
2004-06-01,21.6,-1.22,26.27,-0.16,29.17,0.33,27.76,0.11,6,300.90999999999997
2004-07-01,20.71,-0.89,25.41,-0.21,29.39,0.59,27.69,0.47,7,300.84
2004-08-01,19.62,-1.03,25.05,0.06,29.31,0.63,27.54,0.72,8,300.69
2004-09-01,20.07,-0.29,25.17,0.32,29.6,0.91,27.47,0.75,9,300.62
2004-10-01,20.92,0.1,25.32,0.4,29.55,0.89,27.38,0.69,10,300.53
2004-11-01,21.96,0.37,25.46,0.48,29.57,0.94,27.31,0.66,11,300.46
2004-12-01,22.94,0.15,25.77,0.63,29.4,0.91,27.31,0.74,12,300.46
2005-01-01,24.47,0.01,25.89,0.26,29.21,0.91,27.1,0.53,1,300.25
2005-02-01,25.49,-0.58,26.2,-0.17,28.83,0.73,26.96,0.24,2,300.10999999999996
2005-03-01,25.6,-0.92,27.01,-0.13,28.91,0.72,27.55,0.33,3,300.7
2005-04-01,24.9,-0.57,27.77,0.27,28.96,0.46,28.07,0.29,4,301.21999999999997
2005-05-01,24.4,0.2,27.48,0.4,29.18,0.39,28.2,0.35,5,301.34999999999997
2005-06-01,22.47,-0.35,26.81,0.38,29.18,0.34,28.05,0.4,6,301.2
2005-07-01,21.18,-0.42,25.93,0.31,29.05,0.25,27.47,0.25,7,300.62
2005-08-01,20.61,-0.04,25.19,0.2,28.86,0.18,26.88,0.06,8,300.03
2005-09-01,19.71,-0.65,24.57,-0.28,28.84,0.15,26.63,-0.09,9,299.78
2005-10-01,19.72,-1.1,24.69,-0.23,28.89,0.23,26.75,0.06,10,299.9
2005-11-01,20.62,-0.97,24.28,-0.7,28.67,0.04,26.34,-0.31,11,299.48999999999995
2005-12-01,22.29,-0.5,24.28,-0.86,28.35,-0.14,25.89,-0.68,12,299.03999999999996
2006-01-01,24.33,-0.13,25.0,-0.63,27.68,-0.62,25.64,-0.93,1,298.78999999999996
2006-02-01,26.46,0.39,26.08,-0.29,27.39,-0.71,26.08,-0.64,2,299.22999999999996
2006-03-01,26.77,0.25,26.54,-0.6,27.79,-0.4,26.57,-0.65,3,299.71999999999997
2006-04-01,24.15,-1.32,27.25,-0.25,28.38,-0.12,27.59,-0.19,4,300.73999999999995
2006-05-01,23.86,-0.34,27.04,-0.04,28.91,0.12,27.91,0.06,5,301.06
2006-06-01,22.77,-0.05,26.44,0.01,29.15,0.31,27.85,0.2,6,301.0
2006-07-01,22.19,0.59,25.8,0.18,29.07,0.27,27.35,0.13,7,300.5
2006-08-01,21.59,0.94,25.45,0.46,29.22,0.54,27.22,0.4,8,300.37
2006-09-01,21.43,1.07,25.74,0.89,29.4,0.71,27.34,0.62,9,300.48999999999995
2006-10-01,22.22,1.4,25.96,1.04,29.44,0.78,27.47,0.78,10,300.62
2006-11-01,22.69,1.1,26.07,1.09,29.63,1.0,27.73,1.08,11,300.88
2006-12-01,23.45,0.66,26.36,1.22,29.47,0.98,27.76,1.19,12,300.90999999999997
2007-01-01,24.99,0.53,26.5,0.87,28.93,0.63,27.26,0.69,1,300.40999999999997
2007-02-01,26.24,0.17,26.45,0.08,28.62,0.52,26.81,0.09,2,299.96
2007-03-01,25.74,-0.78,26.79,-0.35,28.57,0.38,27.18,-0.04,3,300.33
2007-04-01,24.3,-1.17,27.13,-0.37,28.7,0.2,27.78,0.0,4,300.92999999999995
2007-05-01,22.73,-1.47,26.35,-0.73,28.86,0.07,27.57,-0.28,5,300.71999999999997
2007-06-01,21.59,-1.23,25.83,-0.6,28.98,0.14,27.55,-0.1,6,300.7
2007-07-01,20.27,-1.33,24.79,-0.83,28.81,0.01,26.79,-0.43,7,299.94
2007-08-01,19.16,-1.49,23.86,-1.13,28.58,-0.1,26.2,-0.62,8,299.34999999999997
2007-09-01,18.57,-1.79,23.52,-1.33,28.12,-0.57,25.77,-0.95,9,298.91999999999996
2007-10-01,18.8,-2.02,23.36,-1.56,27.86,-0.8,25.22,-1.47,10,298.37
2007-11-01,19.49,-2.1,23.17,-1.81,27.42,-1.21,25.06,-1.59,11,298.21
2007-12-01,21.02,-1.77,23.59,-1.55,27.3,-1.19,24.97,-1.6,12,298.12
2008-01-01,23.86,-0.6,24.13,-1.5,26.62,-1.68,24.71,-1.86,1,297.85999999999996
2008-02-01,26.32,0.25,25.05,-1.32,26.43,-1.67,24.83,-1.89,2,297.97999999999996
2008-03-01,27.3,0.78,26.56,-0.58,26.84,-1.35,26.07,-1.15,3,299.21999999999997
2008-04-01,25.89,0.42,27.18,-0.32,27.44,-1.06,26.83,-0.95,4,299.97999999999996
2008-05-01,24.41,0.21,27.08,0.0,27.9,-0.89,27.18,-0.67,5,300.33
2008-06-01,23.55,0.73,26.53,0.1,28.08,-0.76,27.17,-0.48,6,300.32
2008-07-01,22.63,1.03,26.12,0.5,28.25,-0.55,27.19,-0.03,7,300.34
2008-08-01,21.79,1.14,25.63,0.64,28.18,-0.5,26.85,0.03,8,300.0
2008-09-01,21.19,0.83,25.09,0.24,28.14,-0.55,26.44,-0.28,9,299.59
2008-10-01,20.75,-0.07,24.79,-0.13,28.29,-0.37,26.33,-0.36,10,299.47999999999996
2008-11-01,21.44,-0.15,24.75,-0.23,28.08,-0.55,26.3,-0.35,11,299.45
2008-12-01,22.43,-0.36,24.6,-0.54,27.72,-0.77,25.74,-0.83,12,298.89
2009-01-01,24.42,-0.1,25.03,-0.6,27.42,-0.88,25.54,-1.03,1,298.69
2009-02-01,26.03,-0.11,25.85,-0.52,27.37,-0.73,26.04,-0.68,2,299.19
2009-03-01,26.38,-0.26,26.44,-0.7,27.79,-0.4,26.67,-0.55,3,299.82
2009-04-01,25.98,0.37,27.39,-0.11,28.37,-0.13,27.5,-0.27,4,300.65
2009-05-01,24.83,0.56,27.4,0.32,28.99,0.2,28.03,0.18,5,301.17999999999995
2009-06-01,23.73,0.85,27.12,0.69,29.2,0.36,28.11,0.47,6,301.26
2009-07-01,22.63,1.02,26.56,0.94,29.21,0.4,27.94,0.72,7,301.09
2009-08-01,21.64,1.0,25.94,0.95,29.21,0.53,27.53,0.71,8,300.67999999999995
2009-09-01,20.82,0.47,25.66,0.8,29.28,0.58,27.47,0.75,9,300.62
2009-10-01,20.96,0.17,25.73,0.81,29.65,0.99,27.63,0.94,10,300.78
2009-11-01,22.11,0.51,26.23,1.26,29.88,1.25,28.19,1.54,11,301.34
2009-12-01,23.16,0.35,26.67,1.53,29.67,1.18,28.3,1.72,12,301.45
2010-01-01,24.82,0.3,26.63,1.0,29.51,1.21,28.07,1.5,1,301.21999999999997
2010-02-01,26.08,-0.06,27.12,0.75,29.1,1.0,27.94,1.22,2,301.09
2010-03-01,26.24,-0.4,27.73,0.6,29.21,1.02,28.29,1.08,3,301.44
2010-04-01,26.05,0.45,28.05,0.55,29.25,0.74,28.36,0.59,4,301.51
2010-05-01,24.28,0.0,26.97,-0.11,29.03,0.24,27.68,-0.17,5,300.83
2010-06-01,22.6,-0.27,25.75,-0.68,28.64,-0.21,27.0,-0.65,6,300.15
2010-07-01,20.08,-1.54,24.53,-1.09,28.09,-0.71,26.09,-1.13,7,299.23999999999995
2010-08-01,19.27,-1.37,23.87,-1.12,27.47,-1.2,25.5,-1.32,8,298.65
2010-09-01,18.9,-1.44,23.59,-1.26,27.13,-1.56,25.07,-1.65,9,298.21999999999997
2010-10-01,19.06,-1.73,23.25,-1.66,27.06,-1.6,25.01,-1.68,10,298.15999999999997
2010-11-01,20.03,-1.56,23.4,-1.58,27.07,-1.57,25.07,-1.58,11,298.21999999999997
2010-12-01,21.48,-1.34,23.5,-1.64,26.89,-1.6,24.95,-1.62,12,298.09999999999997
2011-01-01,24.08,-0.44,24.31,-1.32,26.72,-1.58,24.93,-1.64,1,298.08
2011-02-01,26.22,0.08,25.55,-0.82,26.95,-1.15,25.46,-1.27,2,298.60999999999996
2011-03-01,26.21,-0.43,26.39,-0.75,27.42,-0.77,26.23,-0.98,3,299.38
2011-04-01,25.76,0.16,27.18,-0.32,27.86,-0.64,27.02,-0.76,4,300.16999999999996
2011-05-01,24.89,0.62,26.94,-0.14,28.28,-0.51,27.42,-0.43,5,300.57
2011-06-01,23.72,0.85,26.54,0.1,28.47,-0.37,27.46,-0.18,6,300.60999999999996
2011-07-01,22.07,0.45,25.61,-0.01,28.47,-0.33,26.96,-0.26,7,300.10999999999996
2011-08-01,20.64,0.0,24.58,-0.42,28.32,-0.36,26.19,-0.64,8,299.34
2011-09-01,19.75,-0.59,24.22,-0.63,28.05,-0.64,25.98,-0.74,9,299.13
2011-10-01,20.19,-0.6,23.97,-0.95,27.94,-0.72,25.72,-0.97,10,298.87
2011-11-01,20.79,-0.8,23.89,-1.09,27.87,-0.77,25.6,-1.05,11,298.75
2011-12-01,21.85,-0.96,24.2,-0.94,27.39,-1.1,25.53,-1.04,12,298.67999999999995
2012-01-01,23.88,-0.64,24.9,-0.73,27.09,-1.21,25.49,-1.08,1,298.64
2012-02-01,26.3,0.16,26.19,-0.18,27.2,-0.9,26.03,-0.69,2,299.17999999999995
2012-03-01,26.91,0.27,26.92,-0.21,27.53,-0.66,26.63,-0.58,3,299.78
2012-04-01,26.9,1.3,27.58,0.08,28.16,-0.34,27.38,-0.39,4,300.53
2012-05-01,25.48,1.2,27.23,0.15,28.53,-0.26,27.8,-0.05,5,300.95
2012-06-01,24.47,1.59,27.09,0.66,28.73,-0.11,27.95,0.31,6,301.09999999999997
2012-07-01,22.61,0.99,26.54,0.92,28.86,0.06,27.75,0.53,7,300.9
2012-08-01,20.99,0.35,25.72,0.73,29.1,0.42,27.55,0.73,8,300.7
2012-09-01,20.83,0.49,25.28,0.43,29.12,0.43,27.24,0.51,9,300.39
2012-10-01,20.68,-0.11,24.93,0.01,29.16,0.5,26.98,0.29,10,300.13
2012-11-01,21.21,-0.38,25.11,0.14,29.17,0.54,27.01,0.36,11,300.15999999999997
2012-12-01,22.13,-0.68,24.91,-0.23,28.71,0.23,26.46,-0.11,12,299.60999999999996
2013-01-01,24.0,-0.52,25.06,-0.57,28.28,-0.02,26.16,-0.41,1,299.31
2013-02-01,25.74,-0.41,25.9,-0.46,28.06,-0.04,26.32,-0.4,2,299.46999999999997
2013-03-01,26.71,0.07,27.21,0.07,27.95,-0.24,27.0,-0.22,3,300.15
2013-04-01,24.74,-0.86,27.35,-0.15,28.47,-0.03,27.68,-0.1,4,300.83
2013-05-01,22.89,-1.38,26.39,-0.69,28.71,-0.08,27.57,-0.27,5,300.71999999999997
2013-06-01,21.48,-1.4,25.8,-0.64,28.76,-0.08,27.43,-0.21,6,300.58
2013-07-01,20.29,-1.33,24.97,-0.66,28.76,-0.04,26.91,-0.31,7,300.06
2013-08-01,19.66,-0.98,24.44,-0.55,28.71,0.03,26.54,-0.28,8,299.69
2013-09-01,19.78,-0.57,24.72,-0.13,28.7,0.01,26.65,-0.07,9,299.79999999999995
2013-10-01,20.16,-0.63,24.7,-0.21,28.7,0.04,26.36,-0.33,10,299.51
2013-11-01,21.06,-0.54,24.81,-0.17,28.91,0.27,26.65,0.01,11,299.79999999999995
2013-12-01,22.61,-0.2,25.1,-0.04,28.64,0.15,26.53,-0.04,12,299.67999999999995
2014-01-01,24.79,0.27,25.26,-0.37,28.14,-0.17,26.06,-0.51,1,299.21
2014-02-01,25.4,-0.75,25.56,-0.81,28.37,0.27,26.18,-0.55,2,299.33
2014-03-01,25.86,-0.78,26.9,-0.24,28.71,0.52,26.99,-0.22,3,300.14
2014-04-01,25.23,-0.37,27.73,0.23,29.13,0.63,28.01,0.24,4,301.15999999999997
2014-05-01,25.57,1.3,27.69,0.61,29.56,0.77,28.31,0.46,5,301.46
2014-06-01,24.51,1.64,27.32,0.89,29.43,0.59,28.11,0.46,6,301.26
2014-07-01,22.98,1.36,26.27,0.65,29.09,0.29,27.4,0.18,7,300.54999999999995
2014-08-01,21.91,1.27,25.51,0.52,29.14,0.46,27.02,0.2,8,300.16999999999996
2014-09-01,21.3,0.96,25.31,0.45,29.34,0.65,27.17,0.45,9,300.32
2014-10-01,21.54,0.75,25.58,0.66,29.31,0.64,27.17,0.49,10,300.32
2014-11-01,22.33,0.74,25.88,0.91,29.52,0.88,27.5,0.85,11,300.65
2014-12-01,22.9,0.08,25.94,0.8,29.4,0.91,27.35,0.78,12,300.5
2015-01-01,24.13,-0.39,25.99,0.36,29.16,0.86,27.1,0.53,1,300.25
2015-02-01,25.59,-0.55,26.55,0.18,29.12,1.02,27.29,0.56,2,300.44
2015-03-01,26.69,0.06,27.29,0.15,29.32,1.13,27.79,0.58,3,300.94
2015-04-01,26.95,1.35,28.17,0.67,29.73,1.23,28.56,0.78,4,301.71
2015-05-01,26.71,2.43,28.28,1.19,29.88,1.09,28.88,1.03,5,302.03
2015-06-01,25.42,2.54,28.1,1.66,29.93,1.09,28.96,1.32,6,302.10999999999996
2015-07-01,24.48,2.87,27.79,2.17,29.8,1.0,28.82,1.6,7,301.96999999999997
2015-08-01,22.88,2.24,27.33,2.34,29.66,0.98,28.89,2.07,8,302.03999999999996
2015-09-01,22.91,2.57,27.48,2.63,29.73,1.04,29.0,2.28,9,302.15
2015-10-01,23.31,2.52,27.58,2.66,29.79,1.12,29.15,2.46,10,302.29999999999995
2015-11-01,23.83,2.24,27.91,2.93,30.3,1.67,29.6,2.95,11,302.75
2015-12-01,25.01,2.19,27.99,2.85,30.11,1.63,29.39,2.82,12,302.53999999999996
2016-01-01,25.93,1.41,28.21,2.58,29.65,1.35,29.17,2.6,1,302.32
2016-02-01,26.81,0.67,28.36,1.99,29.55,1.45,29.12,2.4,2,302.27
2016-03-01,27.57,0.93,28.7,1.57,29.53,1.34,28.9,1.68,3,302.04999999999995
2016-04-01,25.83,0.23,28.34,0.84,29.39,0.89,28.87,1.09,4,302.02
2016-05-01,24.55,0.27,27.11,0.03,29.39,0.6,28.15,0.3,5,301.29999999999995
2016-06-01,23.17,0.29,26.31,-0.12,29.36,0.52,27.53,-0.12,6,300.67999999999995
2016-07-01,21.79,0.17,25.14,-0.48,29.06,0.26,26.73,-0.49,7,299.88
2016-08-01,21.03,0.39,24.53,-0.46,28.68,-0.0,26.28,-0.54,8,299.42999999999995
2016-09-01,20.87,0.53,24.67,-0.18,28.48,-0.21,26.11,-0.61,9,299.26
2016-10-01,21.18,0.39,24.47,-0.45,28.26,-0.4,25.96,-0.73,10,299.10999999999996
2016-11-01,21.68,0.09,24.58,-0.4,28.27,-0.37,26.1,-0.55,11,299.25
2016-12-01,23.35,0.53,24.78,-0.36,28.35,-0.14,26.16,-0.41,12,299.31
2017-01-01,25.75,1.23,25.61,-0.02,28.18,-0.12,26.25,-0.32,1,299.4
2017-02-01,27.76,1.62,27.0,0.63,28.03,-0.07,26.87,0.14,2,300.02
2017-03-01,28.52,1.89,27.7,0.57,28.13,-0.06,27.34,0.13,3,300.48999999999995
2017-04-01,26.53,0.93,28.09,0.59,28.65,0.15,28.1,0.32,4,301.25
2017-05-01,25.06,0.78,27.6,0.51,29.08,0.29,28.3,0.46,5,301.45
2017-06-01,22.98,0.1,26.73,0.3,29.39,0.55,28.19,0.55,6,301.34
2017-07-01,21.54,-0.07,25.85,0.23,29.21,0.4,27.61,0.39,7,300.76
2017-08-01,20.19,-0.45,24.82,-0.17,28.87,0.19,26.67,-0.15,8,299.82
2017-09-01,19.67,-0.67,24.17,-0.68,28.69,0.0,26.29,-0.43,9,299.44
2017-10-01,19.45,-1.34,24.28,-0.64,28.55,-0.11,26.23,-0.46,10,299.38
2017-11-01,20.44,-1.15,23.92,-1.05,28.46,-0.18,25.79,-0.86,11,298.94
2017-12-01,21.44,-1.38,24.05,-1.09,28.24,-0.25,25.8,-0.77,12,298.95
2018-01-01,23.71,-0.81,24.48,-1.14,28.03,-0.27,25.82,-0.75,1,298.96999999999997
2018-02-01,25.57,-0.57,25.36,-1.01,27.86,-0.24,25.83,-0.9,2,298.97999999999996
2018-03-01,25.83,-0.8,26.37,-0.76,28.14,-0.05,26.48,-0.73,3,299.63
2018-04-01,24.58,-1.02,27.12,-0.38,28.63,0.12,27.42,-0.36,4,300.57
2018-05-01,23.73,-0.54,26.94,-0.15,29.01,0.22,27.72,-0.13,5,300.87
2018-06-01,22.19,-0.69,26.72,0.29,29.16,0.32,27.85,0.2,6,301.0
2018-07-01,21.43,-0.19,26.05,0.43,29.1,0.3,27.52,0.3,7,300.66999999999996
2018-08-01,20.66,0.02,25.14,0.15,29.19,0.51,27.11,0.29,8,300.26
2018-09-01,20.31,-0.03,25.2,0.35,29.17,0.48,27.1,0.38,9,300.25
2018-10-01,21.23,0.43,25.78,0.86,29.61,0.95,27.55,0.86,10,300.7
2018-11-01,22.27,0.68,26.02,1.05,29.59,0.95,27.64,0.99,11,300.78999999999996
2018-12-01,23.6,0.78,26.12,0.98,29.52,1.03,27.53,0.96,12,300.67999999999995
2019-01-01,25.1,0.57,26.17,0.55,29.0,0.65,27.08,0.52,1,300.22999999999996
2019-02-01,26.45,0.24,26.91,0.55,29.06,0.86,27.41,0.68,2,300.56
2019-03-01,26.8,0.07,27.89,0.71,29.1,0.77,28.22,0.95,3,301.37
2019-04-01,25.68,-0.01,28.17,0.56,29.24,0.56,28.6,0.71,4,301.75
2019-05-01,24.38,-0.08,27.69,0.51,29.58,0.63,28.57,0.62,5,301.71999999999997
2019-06-01,22.62,-0.38,26.81,0.27,29.62,0.6,28.24,0.47,6,301.39
2019-07-01,21.34,-0.33,25.68,-0.07,29.73,0.77,27.63,0.3,7,300.78
2019-08-01,20.2,-0.46,24.89,-0.15,29.5,0.68,26.97,0.1,8,300.12
2019-09-01,19.5,-0.83,24.61,-0.23,29.33,0.55,26.7,-0.03,9,299.84999999999997
2019-10-01,20.02,-0.71,25.12,0.17,29.64,0.88,27.31,0.59,10,300.46
2019-11-01,21.32,-0.22,25.46,0.41,29.47,0.7,27.26,0.51,11,300.40999999999997
2019-12-01,23.16,0.4,25.47,0.26,29.5,0.91,27.07,0.43,12,300.21999999999997
2020-01-01,24.55,0.02,25.81,0.2,29.28,0.93,27.09,0.53,1,300.23999999999995
2020-02-01,26.56,0.35,26.61,0.24,29.17,0.98,27.14,0.41,2,300.28999999999996
2020-03-01,27.11,0.38,27.43,0.24,29.22,0.89,27.82,0.55,3,300.96999999999997
2020-04-01,26.0,0.32,28.01,0.4,29.29,0.61,28.32,0.44,4,301.46999999999997
2020-05-01,24.24,-0.22,26.82,-0.36,28.94,-0.01,27.59,-0.36,5,300.73999999999995
2020-06-01,22.13,-0.87,25.75,-0.79,29.07,0.05,27.3,-0.47,6,300.45
2020-07-01,20.44,-1.23,25.08,-0.66,28.83,-0.13,26.89,-0.44,7,300.03999999999996
2020-08-01,19.69,-0.97,24.42,-0.62,28.47,-0.35,26.18,-0.69,8,299.33
2020-09-01,19.48,-0.85,23.58,-1.26,28.29,-0.49,25.77,-0.96,9,298.91999999999996
2020-10-01,19.67,-1.07,23.61,-1.34,27.89,-0.87,25.3,-1.42,10,298.45
2020-11-01,20.94,-0.61,23.82,-1.23,27.91,-0.86,25.34,-1.42,11,298.48999999999995
2020-12-01,22.16,-0.6,24.38,-0.83,27.65,-0.95,25.53,-1.12,12,298.67999999999995
2021-01-01,23.89,-0.64,25.06,-0.55,27.1,-1.25,25.58,-0.99,1,298.72999999999996
2021-02-01,25.55,-0.66,25.8,-0.57,27.2,-1.0,25.81,-0.92,2,298.96
2021-03-01,26.48,-0.26,26.8,-0.39,27.79,-0.55,26.75,-0.51,3,299.9
2021-04-01,24.89,-0.8,26.96,-0.65,28.47,-0.21,27.4,-0.49,4,300.54999999999995
